ID;Number_Of_Tokens;Metric.Architecture_Violations;Metric.Clone;Metric.Dead_Code;Metric.Cycle;Metric.Metric;Metric.Style;Metric.Universal;Metric.Complexity
net/ipv4/esp4_offload.c;1362;0;0;0;0;0;0;0;0
net/ipv4/fib_frontend.c;7370;0;0;0;0;0;0;0;0
net/ipv4/fib_notifier.c;286;0;0;0;0;0;0;0;0
net/ipv4/fib_rules.c;1887;0;0;0;0;0;0;0;0
net/ipv4/fib_semantics.c;8122;0;0;0;0;0;0;0;0
net/ipv4/fib_trie.c;11644;0;0;0;0;0;0;0;0
net/ipv4/fou.c;5058;0;0;0;0;0;0;0;0
net/ipv4/gre_demux.c;843;0;0;0;0;0;0;0;0
net/ipv4/gre_offload.c;1201;0;0;0;0;0;0;0;0
net/ipv4/icmp.c;4926;0;0;0;0;0;0;0;0
net/ipv4/igmp.c;14893;0;0;0;0;0;0;0;0
net/ipv4/inet_connection_sock.c;5140;0;0;0;0;0;0;0;0
net/ipv4/inet_diag.c;6738;0;0;0;0;0;0;0;0
net/ipv4/inet_fragment.c;1001;0;0;0;0;0;0;0;0
net/ipv4/inet_hashtables.c;4290;0;0;0;0;0;0;0;0
net/ipv4/inet_timewait_sock.c;1201;0;0;0;0;0;0;0;0
net/ipv4/inetpeer.c;1169;0;0;0;0;0;0;0;0
net/ipv4/ip_forward.c;593;0;0;0;0;0;0;0;0
net/ipv4/ip_fragment.c;4673;0;0;0;0;0;0;0;0
net/ipv4/ip_gre.c;8434;0;0;0;0;0;0;0;0
net/ipv4/ip_input.c;2104;0;0;0;0;0;0;0;0
net/ipv4/ip_options.c;3659;0;0;0;0;0;0;0;0
net/ipv4/ip_output.c;7577;0;0;0;0;0;0;0;0
net/ipv4/ip_sockglue.c;7764;0;0;0;0;0;0;0;0
net/ipv4/ip_tunnel.c;6551;0;0;0;0;0;0;0;0
net/ipv4/ip_tunnel_core.c;2172;0;0;0;0;0;0;0;0
net/ipv4/ip_vti.c;3108;0;0;0;0;0;0;0;0
net/ipv4/ipcomp.c;940;0;0;0;0;0;0;0;0
net/ipv4/ipconfig.c;6977;0;0;0;0;0;0;0;0
net/ipv4/ipip.c;3017;0;0;0;0;0;0;0;0
net/ipv4/ipmr.c;15365;0;0;0;0;0;0;0;0
net/ipv4/ipmr_base.c;2399;0;0;0;0;0;0;0;0
net/ipv4/metrics.c;387;0;0;0;0;0;0;0;0
net/ipv4/netfilter.c;589;0;0;0;0;0;0;0;0
net/ipv4/netfilter/arp_tables.c;8359;0;0;0;0;0;0;0;0
net/ipv4/netfilter/arpt_mangle.c;456;0;0;0;0;0;0;0;0
net/ipv4/netfilter/arptable_filter.c;392;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ip_tables.c;9761;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_CLUSTERIP.c;3692;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_ECN.c;672;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_MASQUERADE.c;369;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_REJECT.c;424;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_SYNPROXY.c;2746;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_ah.c;364;0;0;0;0;0;0;0;0
net/ipv4/netfilter/ipt_rpfilter.c;578;0;0;0;0;0;0;0;0
net/ipv4/netfilter/iptable_filter.c;447;0;0;0;0;0;0;0;0
net/ipv4/netfilter/iptable_mangle.c;605;0;0;0;0;0;0;0;0
net/ipv4/netfilter/iptable_nat.c;610;0;0;0;0;0;0;0;0
net/ipv4/netfilter/iptable_raw.c;483;0;0;0;0;0;0;0;0
net/ipv4/netfilter/iptable_security.c;391;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_defrag_ipv4.c;590;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_dup_ipv4.c;372;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_flow_table_ipv4.c;103;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_log_arp.c;634;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_log_ipv4.c;1787;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_h323.c;3596;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_l3proto_ipv4.c;2223;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_masquerade_ipv4.c;723;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_pptp.c;1507;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_proto_gre.c;499;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_proto_icmp.c;402;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_nat_snmp_basic_main.c;1093;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_reject_ipv4.c;947;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_socket_ipv4.c;818;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nf_tproxy_ipv4.c;631;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_chain_nat_ipv4.c;288;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_chain_route_ipv4.c;321;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_dup_ipv4.c;511;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_fib_ipv4.c;1023;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_masq_ipv4.c;362;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_redir_ipv4.c;361;0;0;0;0;0;0;0;0
net/ipv4/netfilter/nft_reject_ipv4.c;264;0;0;0;0;0;0;0;0
net/ipv4/netlink.c;76;0;0;0;0;0;0;0;0
net/ipv4/ping.c;5915;0;0;0;0;0;0;0;0
net/ipv4/proc.c;3053;0;0;0;0;0;0;0;0
net/ipv4/protocol.c;272;0;0;0;0;0;0;0;0
net/ipv4/raw.c;5447;0;0;0;0;0;0;0;0
net/ipv4/raw_diag.c;1315;0;0;0;0;0;0;0;0
net/ipv4/route.c;15323;0;0;0;0;0;0;0;0
net/ipv4/syncookies.c;1768;0;0;0;0;0;0;0;0
net/ipv4/sysctl_net_ipv4.c;6670;0;0;0;0;0;0;0;0
net/ipv4/tcp.c;16769;0;0;0;0;0;0;0;0
net/ipv4/tcp_bbr.c;4083;0;0;0;0;0;0;0;0
net/ipv4/tcp_bic.c;941;0;0;0;0;0;0;0;0
net/ipv4/tcp_bpf.c;3513;0;0;0;0;0;0;0;0
net/ipv4/tcp_cdg.c;1968;0;0;0;0;0;0;0;0
net/ipv4/tcp_cong.c;1929;0;0;0;0;0;0;0;0
net/ipv4/tcp_cubic.c;2009;0;0;0;0;0;0;0;0
net/ipv4/tcp_dctcp.c;1016;0;0;0;0;0;0;0;0
net/ipv4/tcp_diag.c;852;0;0;0;0;0;0;0;0
net/ipv4/tcp_fastopen.c;2327;0;0;0;0;0;0;0;0
net/ipv4/tcp_highspeed.c;463;0;0;0;0;0;0;0;0
net/ipv4/tcp_htcp.c;1501;0;0;0;0;0;0;0;0
net/ipv4/tcp_hybla.c;719;0;0;0;0;0;0;0;0
net/ipv4/tcp_illinois.c;1261;0;0;0;0;0;0;0;0
net/ipv4/tcp_input.c;27919;0;0;0;0;0;0;0;0
net/ipv4/tcp_ipv4.c;12367;0;0;0;0;0;0;0;0
net/ipv4/tcp_lp.c;1064;0;0;0;0;0;0;0;0
net/ipv4/tcp_metrics.c;5163;0;0;0;0;0;0;0;0
net/ipv4/tcp_minisocks.c;3276;0;0;0;0;0;0;0;0
net/ipv4/tcp_nv.c;1890;0;0;0;0;0;0;0;0
net/ipv4/tcp_offload.c;1722;0;0;0;0;0;0;0;0
net/ipv4/tcp_output.c;16652;0;0;0;0;0;0;0;0
net/ipv4/tcp_rate.c;638;0;0;0;0;0;0;0;0
net/ipv4/tcp_recovery.c;1007;0;0;0;0;0;0;0;0
net/ipv4/tcp_scalable.c;208;0;0;0;0;0;0;0;0
net/ipv4/tcp_timer.c;3079;0;0;0;0;0;0;0;0
net/ipv4/tcp_ulp.c;531;0;0;0;0;0;0;0;0
net/ipv4/tcp_vegas.c;934;0;0;0;0;0;0;0;0
net/ipv4/tcp_veno.c;755;0;0;0;0;0;0;0;0
net/ipv4/tcp_westwood.c;1084;0;0;0;0;0;0;0;0
net/ipv4/tcp_yeah.c;879;0;0;0;0;0;0;0;0
net/ipv4/tunnel4.c;1022;0;0;0;0;0;0;0;0
net/ipv4/udp.c;13665;0;0;0;0;0;0;0;0
net/ipv4/udp_diag.c;1622;0;0;0;0;0;0;0;0
net/ipv4/udp_offload.c;2310;0;0;0;0;0;0;0;0
net/ipv4/udp_tunnel.c;1140;0;0;0;0;0;0;0;0
net/ipv4/udplite.c;483;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_input.c;689;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_mode_beet.c;751;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_mode_transport.c;491;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_mode_tunnel.c;708;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_output.c;537;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_policy.c;1901;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_protocol.c;1241;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_state.c;508;0;0;0;0;0;0;0;0
net/ipv4/xfrm4_tunnel.c;478;0;0;0;0;0;0;0;0
net/ipv6/addrconf.c;33212;0;0;0;0;0;0;0;0
net/ipv6/addrconf_core.c;1052;0;0;0;0;0;0;0;0
net/ipv6/addrlabel.c;2865;0;0;0;0;0;0;0;0
net/ipv6/af_inet6.c;4663;0;0;0;0;0;0;0;0
net/ipv6/ah6.c;3725;0;0;0;0;0;0;0;0
net/ipv6/anycast.c;2711;0;0;0;0;0;0;0;0
net/ipv6/calipso.c;5068;0;0;0;0;0;0;0;0
net/ipv6/datagram.c;5410;0;0;0;0;0;0;0;0
net/ipv6/esp6.c;4935;0;0;0;0;0;0;0;0
net/ipv6/esp6_offload.c;1496;0;0;0;0;0;0;0;0
net/ipv6/exthdrs.c;5247;0;0;0;0;0;0;0;0
net/ipv6/exthdrs_core.c;953;0;0;0;0;0;0;0;0
net/ipv6/exthdrs_offload.c;95;0;0;0;0;0;0;0;0
net/ipv6/fib6_notifier.c;258;0;0;0;0;0;0;0;0
net/ipv6/fib6_rules.c;2471;0;0;0;0;0;0;0;0
net/ipv6/fou6.c;526;0;0;0;0;0;0;0;0
net/ipv6/icmp.c;4924;0;0;0;0;0;0;0;0
net/ipv6/ila/ila_common.c;734;0;0;0;0;0;0;0;0
net/ipv6/ila/ila_lwt.c;1398;0;0;0;0;0;0;0;0
net/ipv6/ila/ila_main.c;468;0;0;0;0;0;0;0;0
net/ipv6/ila/ila_xlat.c;2907;0;0;0;0;0;0;0;0
net/ipv6/inet6_connection_sock.c;790;0;0;0;0;0;0;0;0
net/ipv6/inet6_hashtables.c;1740;0;0;0;0;0;0;0;0
net/ipv6/ip6_checksum.c;728;0;0;0;0;0;0;0;0
net/ipv6/ip6_fib.c;11039;0;0;0;0;0;0;0;0
net/ipv6/ip6_flowlabel.c;4210;0;0;0;0;0;0;0;0
net/ipv6/ip6_gre.c;12440;0;0;0;0;0;0;0;0
net/ipv6/ip6_icmp.c;179;0;0;0;0;0;0;0;0
net/ipv6/ip6_input.c;2023;0;0;0;0;0;0;0;0
net/ipv6/ip6_offload.c;1929;0;0;0;0;0;0;0;0
net/ipv6/ip6_output.c;8608;0;0;0;0;0;0;0;0
net/ipv6/ip6_tunnel.c;11496;0;0;0;0;0;0;0;0
net/ipv6/ip6_udp_tunnel.c;554;0;0;0;0;0;0;0;0
net/ipv6/ip6_vti.c;5866;0;0;0;0;0;0;0;0
net/ipv6/ip6mr.c;11922;0;0;0;0;0;0;0;0
net/ipv6/ipcomp6.c;1001;0;0;0;0;0;0;0;0
net/ipv6/ipv6_sockglue.c;6313;0;0;0;0;0;0;0;0
net/ipv6/mcast.c;15174;0;0;0;0;0;0;0;0
net/ipv6/mcast_snoop.c;729;0;0;0;0;0;0;0;0
net/ipv6/mip6.c;2584;0;0;0;0;0;0;0;0
net/ipv6/ndisc.c;9383;0;0;0;0;0;0;0;0
net/ipv6/netfilter.c;603;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6_tables.c;9800;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_MASQUERADE.c;261;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_NPT.c;814;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_REJECT.c;465;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_SYNPROXY.c;2882;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_ah.c;596;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_eui64.c;316;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_frag.c;795;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_hbh.c;860;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_ipv6header.c;522;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_mh.c;341;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_rpfilter.c;697;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_rt.c;1231;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6t_srh.c;1586;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6table_filter.c;444;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6table_mangle.c;646;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6table_nat.c;610;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6table_raw.c;481;0;0;0;0;0;0;0;0
net/ipv6/netfilter/ip6table_security.c;389;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_conntrack_reasm.c;3048;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_defrag_ipv6_hooks.c;560;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_dup_ipv6.c;383;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_flow_table_ipv6.c;105;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_log_ipv6.c;1748;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_nat_l3proto_ipv6.c;2325;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_nat_masquerade_ipv6.c;802;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_nat_proto_icmpv6.c;424;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_reject_ipv6.c;1309;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_socket_ipv6.c;730;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nf_tproxy_ipv6.c;694;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_chain_nat_ipv6.c;288;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_chain_route_ipv6.c;384;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_dup_ipv6.c;507;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_fib_ipv6.c;1325;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_masq_ipv6.c;359;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_redir_ipv6.c;341;0;0;0;0;0;0;0;0
net/ipv6/netfilter/nft_reject_ipv6.c;269;0;0;0;0;0;0;0;0
net/ipv6/output_core.c;758;0;0;0;0;0;0;0;0
net/ipv6/ping.c;1314;0;0;0;0;0;0;0;0
net/ipv6/proc.c;1695;0;0;0;0;0;0;0;0
net/ipv6/protocol.c;261;0;0;0;0;0;0;0;0
net/ipv6/raw.c;6329;0;0;0;0;0;0;0;0
net/ipv6/reassembly.c;3314;0;0;0;0;0;0;0;0
net/ipv6/route.c;26670;0;0;0;0;0;0;0;0
net/ipv6/seg6.c;2012;0;0;0;0;0;0;0;0
net/ipv6/seg6_hmac.c;1820;0;0;0;0;0;0;0;0
net/ipv6/seg6_iptunnel.c;2355;0;0;0;0;0;0;0;0
net/ipv6/seg6_local.c;5003;0;0;0;0;0;0;0;0
net/ipv6/sit.c;9766;0;0;0;0;0;0;0;0
net/ipv6/syncookies.c;1463;0;0;0;0;0;0;0;0
net/ipv6/sysctl_net_ipv6.c;1623;0;0;0;0;0;0;0;0
net/ipv6/tcp_ipv6.c;10052;0;0;0;0;0;0;0;0
net/ipv6/tcpv6_offload.c;324;0;0;0;0;0;0;0;0
net/ipv6/tunnel6.c;790;0;0;0;0;0;0;0;0
net/ipv6/udp.c;8147;0;0;0;0;0;0;0;0
net/ipv6/udp_offload.c;796;0;0;0;0;0;0;0;0
net/ipv6/udplite.c;474;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_input.c;745;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_mode_beet.c;597;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_mode_ro.c;239;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_mode_transport.c;525;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_mode_tunnel.c;729;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_output.c;918;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_policy.c;2133;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_protocol.c;1164;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_state.c;922;0;0;0;0;0;0;0;0
net/ipv6/xfrm6_tunnel.c;1724;0;0;0;0;0;0;0;0
net/iucv/af_iucv.c;11924;0;0;0;0;0;0;0;0
net/iucv/iucv.c;7788;0;0;0;0;0;0;0;0
net/kcm/kcmproc.c;1651;0;0;0;0;0;0;0;0
net/kcm/kcmsock.c;8841;0;0;0;0;0;0;0;0
net/key/af_key.c;21687;0;0;0;0;0;0;0;0
net/l2tp/l2tp_core.c;7218;0;0;0;0;0;0;0;0
net/l2tp/l2tp_debugfs.c;1764;0;0;0;0;0;0;0;0
net/l2tp/l2tp_eth.c;1511;0;0;0;0;0;0;0;0
net/l2tp/l2tp_ip.c;2834;0;0;0;0;0;0;0;0
net/l2tp/l2tp_ip6.c;3481;0;0;0;0;0;0;0;0
net/l2tp/l2tp_netlink.c;5186;0.117970950113743;0.134110273433509;0.170233338293722;0.100491701740053;0.151033726926948;0.193522990926371;0.109615542323605;0.223809350585124
net/l2tp/l2tp_ppp.c;7006;0.137656437559523;0.15291226595089;0.187057890743149;0.121134033967018;0.168909299851873;0.209072626851887;0.129758419479042;0.237701057945235
net/l3mdev/l3mdev.c;668;0.0695622773719449;0.0880311446779944;0.129368199421428;0.0495600807229808;0.107397323218309;0.156019471940988;0.0600008530974212;0.190677353602965
net/lapb/lapb_iface.c;1753;0.0813392037720619;0.0992936558720306;0.1394793455002;0.0618941303045438;0.118120426306816;0.165388297463861;0.0720440948030251;0.199080849685648
net/lapb/lapb_in.c;2898;0.0937617269922331;0.111171634929197;0.150138524752087;0.0749064070408334;0.129427404484011;0.175261678937969;0.0847485312392276;0.207932363015469
net/lapb/lapb_out.c;927;0.0726562553575937;0.0910863162944651;0.132336514546889;0.0526960868749851;0.110411803055389;0.158931788011212;0.063114921333009;0.193516847310646
net/lapb/lapb_subr.c;1553;0.0794943660842968;0.0976404983355548;0.138255206851335;0.0598416987228891;0.11666826171544;0.164440760507127;0.0701000233495335;0.198493011452732
net/lapb/lapb_timer.c;641;0;0;0;0;0;0;0;0
net/llc/af_llc.c;5468;0;0;0;0;0;0;0;0
net/llc/llc_c_ac.c;7229;0;0;0;0;0;0;0;0
net/llc/llc_c_ev.c;3748;0;0;0;0;0;0;0;0
net/llc/llc_c_st.c;21531;0;0;0;0;0;0;0;0
net/llc/llc_conn.c;4098;0;0;0;0;0;0;0;0
net/llc/llc_core.c;503;0;0;0;0;0;0;0;0
net/llc/llc_if.c;522;0;0;0;0;0;0;0;0
net/llc/llc_input.c;835;0;0;0;0;0;0;0;0
net/llc/llc_output.c;188;0;0;0;0;0;0;0;0
net/llc/llc_pdu.c;1252;0;0;0;0;0;0;0;0
net/llc/llc_proc.c;1147;0;0;0;0;0;0;0;0
net/llc/llc_s_ac.c;681;0;0;0;0;0;0;0;0
net/llc/llc_s_ev.c;553;0;0;0;0;0;0;0;0
net/llc/llc_s_st.c;617;0;0;0;0;0;0;0;0
net/llc/llc_sap.c;1662;0;0;0;0;0;0;0;0
net/llc/llc_station.c;481;0;0;0;0;0;0;0;0
net/llc/sysctl_net_llc.c;274;0;0;0;0;0;0;0;0
net/mac80211/aead_api.c;547;0;0;0;0;0;0;0;0
net/mac80211/aes_cmac.c;269;0;0;0;0;0;0;0;0
net/mac80211/aes_gmac.c;383;0;0;0;0;0;0;0;0
net/mac80211/agg-rx.c;2472;0;0;0;0;0;0;0;0
net/mac80211/agg-tx.c;4222;0;0;0;0;0;0;0;0
net/mac80211/cfg.c;18814;0;0;0;0;0;0;0;0
net/mac80211/chan.c;7348;0;0;0;0;0;0;0;0
net/mac80211/debugfs.c;2112;0;0;0;0;0;0;0;0
net/mac80211/debugfs_key.c;2568;0;0;0;0;0;0;0;0
net/mac80211/debugfs_netdev.c;4493;0;0;0;0;0;0;0;0
net/mac80211/debugfs_sta.c;6026;0;0;0;0;0;0;0;0
net/mac80211/driver-ops.c;1504;0;0;0;0;0;0;0;0
net/mac80211/ethtool.c;1207;0;0;0;0;0;0;0;0
net/mac80211/fils_aead.c;1664;0.0839650051338266;0.103028735293458;0.145697213233336;0.0633185587006537;0.123018678141489;0.173206895300156;0.0740956174074033;0.208981070995919
net/mac80211/he.c;216;0.0684869857806589;0.0883082448656781;0.132672225520454;0.0470201185668394;0.109092521235923;0.161275050415007;0.0582254215695692;0.198470772295306
net/mac80211/ht.c;2665;0.0949404798900063;0.113562392148209;0.155241992401365;0.0747725321325218;0.133089051340583;0.182114114562649;0.0852998234841148;0.217059193796235
net/mac80211/ibss.c;9090;0.16417552327494;0.179601543160838;0.214128090887336;0.147468798484757;0.195777037322242;0.236388419745542;0.156189396212995;0.265336224874103
net/mac80211/iface.c;9379;0.167387531862339;0.18269884737068;0.216968663536121;0.15080503448028;0.198754064234168;0.239063469648681;0.159460787825991;0.267796025478103
net/mac80211/key.c;5722;0.128140789584179;0.145318881781987;0.183766921166404;0.109536531266613;0.163331572813439;0.208555556492186;0.119247605989951;0.240791225128734
net/mac80211/led.c;1845;0.0865268589658204;0.105682200695151;0.1485557238286;0.0657811951522808;0.125768206067524;0.176197604847826;0.0766100434750499;0.212143694873196
net/mac80211/main.c;5991;0;0;0;0;0;0;0;0
net/mac80211/mesh.c;7241;0;0;0;0;0;0;0;0
net/mac80211/mesh_hwmp.c;6490;0;0;0;0;0;0;0;0
net/mac80211/mesh_pathtbl.c;3634;0;0;0;0;0;0;0;0
net/mac80211/mesh_plink.c;5179;0;0;0;0;0;0;0;0
net/mac80211/mesh_ps.c;2221;0;0;0;0;0;0;0;0
net/mac80211/mesh_sync.c;829;0;0;0;0;0;0;0;0
net/mac80211/michael.c;427;0;0;0;0;0;0;0;0
net/mac80211/mlme.c;25385;0;0;0;0;0;0;0;0
net/mac80211/ocb.c;1067;0;0;0;0;0;0;0;0
net/mac80211/offchannel.c;4113;0;0;0;0;0;0;0;0
net/mac80211/pm.c;721;0;0;0;0;0;0;0;0
net/mac80211/rate.c;4831;0;0;0;0;0;0;0;0
net/mac80211/rc80211_minstrel.c;2947;0;0;0;0;0;0;0;0
net/mac80211/rc80211_minstrel_debugfs.c;903;0;0;0;0;0;0;0;0
net/mac80211/rc80211_minstrel_ht.c;7780;0;0;0;0;0;0;0;0
net/mac80211/rc80211_minstrel_ht_debugfs.c;2104;0;0;0;0;0;0;0;0
net/mac80211/rx.c;20886;0;0;0;0;0;0;0;0
net/mac80211/scan.c;5833;0;0;0;0;0;0;0;0
net/mac80211/spectmgmt.c;1044;0;0;0;0;0;0;0;0
net/mac80211/sta_info.c;10796;0;0;0;0;0;0;0;0
net/mac80211/status.c;4806;0;0;0;0;0;0;0;0
net/mac80211/tdls.c;8915;0;0;0;0;0;0;0;0
net/mac80211/tkip.c;1722;0;0;0;0;0;0;0;0
net/mac80211/trace.c;281;0;0;0;0;0;0;0;0
net/mac80211/tx.c;22900;0;0;0;0;0;0;0;0
net/mac80211/util.c;17008;0;0;0;0;0;0;0;0
net/mac80211/vht.c;2694;0;0;0;0;0;0;0;0
net/mac80211/wep.c;1567;0;0;0;0;0;0;0;0
net/mac80211/wme.c;960;0;0;0;0;0;0;0;0
net/mac80211/wpa.c;6524;0;0;0;0;0;0;0;0
net/mac802154/cfg.c;1954;0;0;0;0;0;0;0;0
net/mac802154/iface.c;3293;0;0;0;0;0;0;0;0
net/mac802154/llsec.c;5179;0;0;0;0;0;0;0;0
net/mac802154/mac_cmd.c;607;0;0;0;0;0;0;0;0
net/mac802154/main.c;936;0;0;0;0;0;0;0;0
net/mac802154/mib.c;932;0;0;0;0;0;0;0;0
net/mac802154/rx.c;1288;0;0;0;0;0;0;0;0
net/mac802154/trace.c;13;0;0;0;0;0;0;0;0
net/mac802154/tx.c;483;0;0;0;0;0;0;0;0
net/mac802154/util.c;333;0;0;0;0;0;0;0;0
net/mpls/af_mpls.c;12476;0;0;0;0;0;0;0;0
net/mpls/mpls_gso.c;382;0;0;0;0;0;0;0;0
net/mpls/mpls_iptunnel.c;1239;0;0;0;0;0;0;0;0
net/ncsi/ncsi-aen.c;1026;0;0;0;0;0;0;0;0
net/ncsi/ncsi-cmd.c;1919;0;0;0;0;0;0;0;0
net/ncsi/ncsi-manage.c;7761;0;0;0;0;0;0;0;0
net/ncsi/ncsi-netlink.c;2989;0;0;0;0;0;0;0;0
net/ncsi/ncsi-rsp.c;6285;0;0;0;0;0;0;0;0
net/netfilter/core.c;3038;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_bitmap_ip.c;1937;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_bitmap_ipmac.c;2126;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_bitmap_port.c;1532;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_core.c;10769;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_getport.c;716;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_ip.c;1598;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_ipmac.c;1634;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_ipmark.c;1644;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_ipport.c;2085;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_ipportip.c;2234;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_ipportnet.c;3100;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_mac.c;828;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_net.c;2015;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_netiface.c;2595;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_netnet.c;2968;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_netport.c;2727;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_hash_netportnet.c;3598;0;0;0;0;0;0;0;0
net/netfilter/ipset/ip_set_list_set.c;3687;0;0;0;0;0;0;0;0
net/netfilter/ipset/pfxlen.c;1774;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_app.c;2285;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_conn.c;6181;0;0;0;0;0;0;0;0
net/netfilter/ipvs/ip_vs_core.c;10315;0;0;0;0;0;0;0;0
